order_id,customer_id,product_id,quantity,order_date,name,email,age,city,created_at,product_name,category,price,stock,total_amount
79512,2096,151,1,2026-01-10,tiffany henderson,tiffany.1235@example.com,31,Birmingham,2024-03-23,deluxe fish tank filter,Pet Supplies,909.32,3110,909.32
63405,27,874,6,2026-04-18,ashley graham,ashley.7844@outlook.com,39,Chicago,2024-07-10,rechargeable seat cover,Automotive,207.25,2161,1243.5
94015,6071,892,8,2023-08-13,lindsey moore,lindsey.9344@hotmail.com,37,Barcelona,2026-05-09,deluxe webcam,Electronics,811.4,4757,6491.2
52135,9305,588,2,2025-12-24,hunter lang,hunter.6639@yahoo.com,38,Paris,2026-09-13,premium sticky notes,Office Supplies,934.53,3889,1869.06
23644,1139,604,1,2025-12-13,elizabeth evans md,elizabeth.654@hotmail.com,42,Sao Paulo,2026-02-18,premium pen set,Office Supplies,45.44,2554,45.44
26120,4833,197,2,2024-06-24,nicholas schaefer,nicholas.6122@gmail.com,38,Paris,2024-06-02,lightweight pasta pack,Grocery,280.66,3099,561.32
72610,7097,540,4,2025-04-02,mark cole,mark.280@gmail.com,74,Singapore,2023-05-17,wireless bookshelf,Furniture,305.35,1514,1221.4
61455,2282,637,1,2022-07-07,tammy garcia,tammy.7994@yahoo.com,63,Alexandria,2024-06-26,premium scarf,Clothing,894.17,1413,894.17
56373,476,493,1,2025-10-11,jordan stokes,jordan.1937@outlook.com,37,Chicago,2024-07-10,deluxe bed frame,Furniture,376.75,1588,376.75
56946,6233,411,6,2026-08-25,vicki thompson,vicki.5595@yahoo.com,32,Unknown,2026-05-15,pro board game,Toys,987.19,3704,5923.14
62322,3172,890,9,2022-08-25,eric moses,eric.6485@gmail.com,78,Vancouver,2024-11-27,ultra rice bag,Grocery,80.4,3821,723.6
21893,1480,531,9,2023-04-26,donald gamble,donald.9441@gmail.com,56,Riyadh,2022-12-23,smart air freshener,Automotive,457.0,3024,4113.0
82705,1900,178,5,2024-09-12,louis patrick,louis.1327@example.com,74,Toronto,2023-05-30,smart garden hose,Garden,233.05,2307,1165.25
86602,5475,692,7,2025-11-03,jessica ramos,jessica.4355@yahoo.com,62,Tokyo,2024-01-21,wireless yoga mat,Sports & Outdoors,399.28,1156,2794.96
11519,5186,53,5,2026-06-20,tara thomas,tara.8616@yahoo.com,26,Giza,2025-03-06,heavy duty bicycle helmet,Sports & Outdoors,622.77,4830,3113.85
96634,8370,72,8,2024-12-21,whitney santos,whitney.7296@gmail.com,43,Houston,2024-04-12,smart smartwatch,Electronics,970.22,3636,7761.76
11881,7157,307,7,2025-01-14,kirk campbell,kirk.2413@outlook.com,24,New York,2026-05-14,basic bed frame,Furniture,176.23,2604,1233.61
66424,2791,897,8,2025-08-13,erin mora,erin.6420@hotmail.com,70,Mumbai,2023-05-07,classic cookbook,Books,879.49,2631,7035.92
94751,9468,214,9,2024-12-11,jennifer taylor,jennifer.4341@hotmail.com,51,Osaka,2024-06-25,portable textbook,Books,14.88,2931,133.92000000000002
82410,4093,423,8,2026-09-05,kristen smith,kristen.6385@outlook.com,0,Mexico City,2025-06-15,deluxe headphones,Electronics,743.25,1457,5946.0
23066,3654,381,6,2025-12-31,heather poole,heather.4075@gmail.com,20,Tokyo,2023-09-28,wireless desk organizer,Office Supplies,98.65,2309,591.9000000000001
58759,2787,295,3,2026-05-14,casey giles,casey.6172@gmail.com,80,Sydney,2026-05-25,compact comic book,Books,945.23,4100,2835.69
97998,7911,214,4,2023-04-05,zachary hamilton,zachary.355@gmail.com,45,Houston,2025-08-09,portable textbook,Books,14.88,2931,59.52
9610,5276,24,6,2099-11-04,justin higgins,justin.4322@hotmail.com,65,Mexico City,2025-02-02,rechargeable pasta pack,Grocery,862.46,1587,5174.76
11940,4482,88,3,2025-11-04,amber ward,amber.6318@outlook.com,78,Cairo,2024-11-16,deluxe air freshener,Automotive,322.14,3504,966.42
30111,76,116,7,2023-05-06,eric nolan,eric.1859@outlook.com,78,New York,2025-11-23,classic bookshelf,Furniture,540.38,4340,3782.66
21413,5438,289,2,2023-08-15,donald mccarthy,donald.8877@yahoo.com,67,Bangalore,2025-05-12,pro building blocks,Toys,625.14,3860,1250.28
28391,7378,840,6,2023-01-29,michelle harrington,michelle.444@outlook.com,48,Riyadh,2026-06-15,ultra olive oil,Grocery,709.92,2355,4259.5199999999995
74533,2938,589,1,2022-02-21,kyle hernandez,kyle.7852@gmail.com,50,Munich,2026-02-24,stainless steel pasta pack,Unknown,352.17,2914,352.17
19452,8996,215,4,2025-12-15,michele brown,michele.3403@yahoo.com,21,Dubai,2025-07-23,classic textbook,Books,138.67,3253,554.68
54763,3462,475,10,2024-01-30,mr. james fletcher md,mr..6820@example.com,65,Dubai,2023-03-30,pro jacket,Clothing,589.25,4957,5892.5
60024,5974,647,10,2024-10-07,nathan carter,nathan.9175@example.com,38,Osaka,2022-10-22,lightweight fertilizer bag,Garden,195.16,2019,1951.6
1456,5658,522,6,2023-07-07,donna peters,donna.8653@hotmail.com,46,Munich,2025-11-28,basic bed frame,Furniture,530.36,2867,3182.16
89497,2384,233,8,2025-02-18,sara fox md,sara.9924@yahoo.com,66,Los Angeles,2023-04-19,heavy duty tea box,Grocery,802.56,3476,6420.48
78569,9197,664,8,2024-08-28,cameron powell,cameron.1180@hotmail.com,73,London,2024-09-17,basic thermometer,Health,619.63,4003,4957.04
11359,737,533,10,2026-02-02,william jackson,william.9660@outlook.com,40,Mexico City,2026-04-02,lightweight vinyl record,Music,564.31,4252,5643.099999999999
68916,3411,816,2,2025-03-04,barbara gonzales,barbara.8603@outlook.com,50,Giza,2024-08-29,wireless bed frame,Furniture,645.5,2936,1291.0
31387,826,467,9,2023-02-23,michael cooper,michael.7553@gmail.com,28,Sao Paulo,2023-03-24,rechargeable pet bed,Pet Supplies,909.81,885,8188.289999999999
79229,1429,265,7,2022-07-24,justin jones,justin.4315@example.com,41,Hamburg,2025-07-19,portable pet bed,Pet Supplies,974.0,1170,6818.0
16130,5371,415,2,2022-05-16,heather perry,heather.2308@outlook.com,36,Lyon,2024-02-14,lightweight watering can,Garden,587.22,529,1174.44
15948,4511,383,10,2022-12-12,kara norton,kara.9985@yahoo.com,70,Melbourne,2023-05-08,pro toaster,Home & Kitchen,701.26,4330,7012.6
45494,4026,127,6,2023-07-10,lisa ellison,lisa.4194@hotmail.com,71,Vancouver,2025-03-20,eco-friendly board game,Toys,53.86,4291,323.15999999999997
58622,616,559,3,2024-07-03,donna adams,donna.3204@outlook.com,24,Los Angeles,2026-02-21,premium stapler,Office Supplies,929.32,1894,2787.96
39980,9547,440,3,2026-09-11,william daniels,william.3861@outlook.com,63,Sydney,2024-12-03,pro usb cable,Electronics,648.28,3584,1944.84
11178,1124,530,5,2026-02-06,steve miller phd,steve.2848@example.com,25,Berlin,2022-12-14,compact tea box,Grocery,82.58,1820,412.9
17593,9263,420,9,2025-03-18,justin carr,justin.5637@outlook.com,65,Dubai,2025-04-12,ultra fertilizer bag,Garden,878.28,3807,7904.5199999999995
28629,5635,265,3,2026-05-13,denise combs,denise.5703@hotmail.com,36,Munich,2022-09-24,portable pet bed,Pet Supplies,974.0,1170,2922.0
82050,4047,905,4,2023-02-24,renee johnson,renee.3731@outlook.com,41,Toronto,2023-03-27,wireless air freshener,Automotive,324.2,2675,1296.8
69738,4687,884,10,2025-07-07,tyler patel,tyler.3220@outlook.com,60,Madrid,2026-02-13,portable webcam,Electronics,766.36,1908,7663.6
75798,6942,459,6,2022-09-13,christopher keller,christopher.3334@hotmail.com,66,London,2026-01-12,compact scarf,Clothing,861.11,3615,5166.66
67380,8019,320,9,2022-02-04,robyn davis,robyn.1236@hotmail.com,38,Bangalore,2025-11-10,lightweight face mask,Health,337.71,1238,3039.39
45051,8776,975,6,2023-09-22,cynthia wright,cynthia.8826@example.com,42,Barcelona,2026-07-26,portable nail polish,Beauty,492.39,2188,2954.34
52193,5673,411,5,2023-08-11,peter watson,peter.4134@gmail.com,19,Bangalore,2026-04-14,pro board game,Toys,987.19,3704,4935.950000000001
24018,1286,518,3,2022-12-16,jennifer gutierrez,jennifer.9161@example.com,40,Vancouver,2025-03-12,ultra puzzle,Toys,488.6,1935,1465.8000000000002
73225,9444,339,6,2026-07-25,jessica reid,jessica.7256@outlook.com,74,Hamburg,2023-03-25,stainless steel face cream,Beauty,140.12,615,840.72
70861,6114,199,8,2022-02-24,cheryl rhodes,cheryl.9022@gmail.com,64,Barcelona,2026-01-20,pro perfume,Beauty,61.35,2393,490.8
61396,1699,192,1,2022-04-15,jessica bryant,jessica.9703@example.com,47,Toronto,2026-01-28,pro office chair,Furniture,74.97,1022,74.97
9704,1171,93,10,2026-08-30,lisa brown,lisa.5634@yahoo.com,44,Osaka,2025-04-30,heavy duty kettle,Home & Kitchen,322.41,3508,3224.1000000000004
85512,4495,90,4,2025-11-25,darlene kelly,darlene.1097@hotmail.com,63,Paris,2025-02-06,premium pen set,Office Supplies,662.2,4358,2648.8
27138,7072,881,8,2023-11-17,gregory middleton,gregory.6266@example.com,40,Tokyo,2024-07-02,deluxe watering can,Garden,323.5,1923,2588.0
80928,7657,758,6,2022-07-24,craig brown,craig.1014@hotmail.com,26,Chicago,2023-11-04,classic sweater,Clothing,194.47,1052,1166.82
37151,9830,477,4,2022-12-30,wesley williams,wesley.3992@example.com,27,Tokyo,2022-12-11,pro tent,Sports & Outdoors,550.67,3917,2202.68
2140,2230,807,6,2026-07-19,stacey aguirre,stacey.6536@gmail.com,19,Tokyo,2025-04-29,heavy duty pen set,Office Supplies,308.87,4082,1853.22
59940,5175,817,7,2026-04-16,cassandra stafford,cassandra.1454@hotmail.com,64,Lyon,2024-03-20,premium knife set,Home & Kitchen,329.9,2902,2309.2999999999997
51010,9542,700,6,2022-01-08,christopher archer,christopher.3904@example.com,44,Chicago,2025-01-02,stainless steel fish tank filter,Pet Supplies,583.39,144,3500.34
99019,4703,290,3,2026-09-06,john bryant,john.2699@yahoo.com,58,Singapore,2026-02-17,rechargeable novel,Books,138.09,454,414.27
93750,9582,134,6,2026-01-10,trevor ward,trevor.5293@example.com,44,Mumbai,2026-07-08,eco-friendly coffee maker,Home & Kitchen,967.55,1247,5805.299999999999
94482,1239,359,1,2026-08-08,justin stone,justin.1128@yahoo.com,42,Berlin,2025-03-28,stainless steel cookware set,Home & Kitchen,728.41,4526,728.41
58907,3687,314,7,2025-04-23,katrina white,katrina.8008@example.com,49,Toronto,2024-12-30,classic remote car,Toys,220.61,1414,1544.27
41281,1679,871,3,2025-10-28,veronica allison,veronica.8741@gmail.com,80,Sao Paulo,2025-08-28,classic pet bed,Pet Supplies,311.0,3601,933.0
69170,26,914,3,2024-02-27,melanie herrera,melanie.201@example.com,36,Paris,2023-10-11,stainless steel hoodie,Clothing,260.09,642,780.27
60931,7543,790,5,2025-07-26,jennifer brown,jennifer.7531@gmail.com,30,Birmingham,2026-06-03,compact microphone,Music,743.24,649,3716.2
35675,4711,201,5,2026-05-18,kimberly taylor,kimberly.2577@yahoo.com,56,Lyon,2026-08-18,smart car charger,Automotive,5.07,3574,25.35
10120,2790,958,2,2025-04-18,valerie porter,valerie.862@yahoo.com,72,Paris,2023-02-26,ultra fish tank filter,Pet Supplies,448.3,3617,896.6
67524,3354,195,4,2022-01-19,anna yang,anna.3224@outlook.com,55,Sao Paulo,2026-08-16,pro whiteboard,Office Supplies,279.57,4341,1118.28
21547,4030,975,2,2025-09-07,steven davis,steven.7211@hotmail.com,24,Giza,2024-01-27,portable nail polish,Beauty,492.39,2188,984.78
70239,1564,43,7,2024-01-13,kelly diaz,kelly.7006@outlook.com,67,Alexandria,2023-04-20,lightweight chew toy,Pet Supplies,573.95,4700,4017.6500000000005
40220,5259,848,3,2022-06-27,patrick turner,patrick.5530@yahoo.com,49,Sao Paulo,2023-03-25,smart toaster,Home & Kitchen,722.63,815,2167.89
55310,6341,582,8,2022-02-22,sandra greer,sandra.9379@outlook.com,55,Hamburg,2023-01-15,premium coffee beans,Grocery,871.24,3490,6969.92
68986,8097,491,10,2023-06-25,robert mcneil,robert.9383@hotmail.com,50,Tokyo,2022-12-01,ultra seat cover,Automotive,928.63,1929,9286.3
68044,3495,210,5,2022-10-26,julie martinez,julie.2326@gmail.com,80,London,2025-05-19,smart perfume,Beauty,72.75,2581,363.75
60210,9392,406,4,2025-10-13,courtney kane,courtney.3567@hotmail.com,25,Cairo,2025-04-10,wireless fertilizer bag,Garden,449.0,3889,1796.0
379,6505,288,7,2025-01-20,eric thomas,eric.9529@outlook.com,32,Munich,2025-12-01,eco-friendly desk organizer,Office Supplies,910.59,1946,6374.13
15135,9180,895,9,2025-08-12,anne johnson,anne.5215@gmail.com,67,Vancouver,2025-08-17,rechargeable shampoo,Beauty,272.85,2445,2455.65
54700,6524,717,8,2022-11-25,andrea hill,andrea.9114@example.com,21,Berlin,2024-09-14,lightweight knife set,Home & Kitchen,826.78,1416,6614.24
12997,8423,941,6,2024-10-24,david rodriguez,david.5454@example.com,31,Vancouver,2024-03-06,wireless bookshelf,Furniture,684.29,688,4105.74
44422,9468,858,1,2023-05-21,jennifer taylor,jennifer.4341@hotmail.com,51,Osaka,2024-06-25,premium keyboard stand,Music,941.33,4714,941.33
55353,5031,250,2,2026-07-02,rachel moss,rachel.276@outlook.com,31,Bangalore,2024-10-30,pro remote car,Toys,922.23,782,1844.46
15961,4986,97,6,2025-08-21,miguel garcia,miguel.5758@gmail.com,39,Tokyo,2026-07-20,compact coffee table,Furniture,281.42,2629,1688.52
63353,1863,419,2,2022-05-16,marc simmons,marc.3257@hotmail.com,32,Singapore,2024-07-31,basic cutting board,Home & Kitchen,199.51,4779,399.02
31274,6870,505,8,2025-10-11,erin long,erin.7452@hotmail.com,37,London,2022-11-27,eco-friendly board game,Toys,82.6,1737,660.8
94412,626,25,7,2022-11-06,claudia jordan,claudia.9239@yahoo.com,55,Madrid,2023-07-23,heavy duty bed frame,Furniture,480.14,2602,3360.98
77291,1530,574,4,2025-04-02,michael stanton,michael.302@hotmail.com,61,Vancouver,2024-03-29,lightweight yoga mat,Sports & Outdoors,192.72,372,770.88
70487,8518,954,2,2023-08-23,luke potter,luke.3779@hotmail.com,62,Mexico City,2023-06-24,rechargeable lipstick,Beauty,573.66,1685,1147.32
73419,7277,677,6,2024-01-29,christina wolf,christina.7829@yahoo.com,43,Sydney,2025-01-03,eco-friendly nail polish,Beauty,897.91,4107,5387.46
98106,328,964,8,2023-03-03,george miranda,george.8508@hotmail.com,69,Giza,2023-03-27,smart dog leash,Pet Supplies,794.26,3444,6354.08
49150,5834,380,9,2022-02-15,ashley velez,ashley.8664@hotmail.com,32,Bangalore,2024-01-10,heavy duty puzzle,Toys,225.93,2988,2033.3700000000001
91104,1677,492,8,2024-04-01,lauren harris,lauren.7305@example.com,40,Birmingham,2024-12-26,smart dumbbell set,Sports & Outdoors,854.36,4318,6834.88
83539,3213,397,6,2025-11-21,thomas green,thomas.8385@yahoo.com,31,Tokyo,2023-09-01,wireless rice bag,Grocery,364.34,2777,2186.04
11407,5070,27,4,2025-12-12,donna robinson,donna.2188@gmail.com,67,London,2023-12-10,eco-friendly novel,Books,253.88,4890,1015.52
95602,3568,756,3,2024-07-22,heather blake,heather.7440@gmail.com,28,New York,2024-11-02,heavy duty water bottle,Sports & Outdoors,445.74,664,1337.22
85876,8774,430,6,2025-05-20,anthony doyle,anthony.6811@hotmail.com,48,Cairo,2026-08-28,basic action figure,Toys,177.38,2400,1064.28
46114,8472,239,9,2024-11-12,rebecca miller,rebecca.3282@yahoo.com,26,Melbourne,2023-01-24,smart thermometer,Health,832.5,4532,7492.5
61034,7413,88,2,2023-02-16,mrs. briana montgomery,mrs..3890@hotmail.com,37,Mumbai,2022-10-10,deluxe air freshener,Automotive,322.14,3504,644.28
33023,5629,726,4,2024-06-12,mercedes peterson md,mercedes.4677@gmail.com,33,Alexandria,2026-06-19,rechargeable hair dryer,Beauty,524.9,3916,2099.6
9559,4108,863,7,2023-04-22,carol martinez,carol.6178@example.com,64,Lyon,2025-12-22,eco-friendly toaster,Home & Kitchen,650.72,4225,4555.04
92899,8474,505,4,2025-05-05,donna garcia,donna.4234@yahoo.com,80,Dubai,2022-10-21,eco-friendly board game,Toys,82.6,1737,330.4
87251,4927,911,5,2024-05-03,charles howard,charles.4132@outlook.com,29,Melbourne,2024-06-23,premium smartwatch,Electronics,120.13,3224,600.65
50174,4419,728,10,2024-07-08,william castaneda,william.4917@outlook.com,76,Los Angeles,2025-03-02,wireless stapler,Office Supplies,832.16,2754,8321.6
81696,5741,263,9,2025-07-29,vanessa green,vanessa.5539@gmail.com,42,Los Angeles,2024-06-22,pro fish tank filter,Pet Supplies,978.44,1993,8805.960000000001
27241,319,806,10,2026-06-10,shelley cook,shelley.7841@yahoo.com,69,Los Angeles,2025-01-15,basic cap,Clothing,859.15,2279,8591.5
99416,381,329,6,2023-08-31,michael bruce,michael.9374@outlook.com,57,Riyadh,2023-12-27,pro novel,Books,17.66,148,105.96000000000001
9476,3729,797,6,2022-07-03,jasmine harris,jasmine.7204@outlook.com,60,Paris,2023-01-13,premium watering can,Garden,432.14,2650,2592.84
81628,5102,466,5,2022-01-13,jessica robinson,jessica.9645@outlook.com,75,Houston,2025-10-01,heavy duty honey jar,Grocery,870.57,454,4352.85
28609,1749,747,10,2023-03-08,lisa gill,lisa.9473@yahoo.com,54,Alexandria,2024-09-23,smart yoga mat,Sports & Outdoors,76.84,95,768.4000000000001
58098,548,40,8,2024-10-03,angelica montgomery,angelica.266@hotmail.com,53,Sao Paulo,2025-11-25,heavy duty guitar strings,Music,212.4,4148,1699.2
14512,1206,944,8,2025-06-25,kelly foster phd,kelly.7990@yahoo.com,22,Manchester,2024-12-09,basic chew toy,Pet Supplies,130.05,2285,1040.4
56414,1666,527,4,2024-09-10,paul munoz,paul.1876@gmail.com,79,Dubai,2026-03-13,deluxe keyboard stand,Music,919.09,1991,3676.36
41886,1917,523,5,2023-01-08,michael copeland,michael.7502@gmail.com,23,Berlin,2025-12-15,lightweight tire gauge,Automotive,301.89,4879,1509.4499999999998
31872,8697,533,1,2026-06-11,sean fritz,sean.7002@yahoo.com,61,Dubai,2022-09-30,lightweight vinyl record,Music,564.31,4252,564.31
69342,7719,138,3,2023-01-30,wesley bailey,wesley.7117@outlook.com,68,Singapore,2026-06-27,wireless shampoo,Beauty,853.74,1823,2561.2200000000003
85400,736,221,10,2024-08-19,taylor taylor,taylor.1647@yahoo.com,66,New York,2025-09-09,premium chew toy,Pet Supplies,277.99,4820,2779.9
60163,4652,586,7,2026-03-18,jessica gray,jessica.6288@example.com,67,New York,2023-05-12,stainless steel fertilizer bag,Garden,126.69,3629,886.8299999999999
12619,4424,86,2,2022-06-02,benjamin mosley,benjamin.6845@yahoo.com,41,Tokyo,2025-02-27,lightweight yoga mat,Sports & Outdoors,925.74,919,1851.48
20681,8771,529,5,2026-04-25,melanie taylor,melanie.4842@example.com,32,New York,2026-02-02,heavy duty board game,Toys,485.18,1941,2425.9
11825,7532,461,10,2023-09-11,lauren foster,lauren.2677@hotmail.com,32,Mexico City,2022-11-21,ultra office chair,Furniture,320.75,4957,3207.5
57093,1334,853,5,2022-09-29,paul goodwin,paul.7973@hotmail.com,34,Madrid,2024-11-03,compact plant pot,Garden,868.91,3317,4344.55
94958,5954,957,8,2025-10-22,ryan perry,ryan.1583@example.com,61,Sydney,2023-07-05,heavy duty fish tank filter,Pet Supplies,125.69,1038,1005.52
34023,481,298,7,2022-05-01,amanda ortiz,amanda.8999@outlook.com,66,Madrid,2025-10-14,premium textbook,Books,953.72,3711,6676.04
46300,6881,167,5,2026-09-10,victor hayes,victor.3681@yahoo.com,48,Munich,2025-01-13,pro sofa cover,Furniture,168.75,4743,843.75
53081,5020,684,1,2026-05-20,thomas murray,thomas.4875@gmail.com,75,Berlin,2023-04-09,compact car charger,Automotive,252.15,1107,252.15
32860,9700,152,4,2024-10-11,diana farley,diana.2270@hotmail.com,79,Melbourne,2024-12-01,stainless steel drum sticks,Music,314.67,594,1258.68
90388,5123,42,5,2025-08-03,reginald bishop,reginald.1037@yahoo.com,48,Berlin,2024-05-20,pro pen set,Office Supplies,497.91,1998,2489.55
93741,3739,746,3,2024-05-21,haley peters,haley.5669@outlook.com,31,Dubai,2023-01-29,lightweight power bank,Electronics,113.25,4691,339.75
42847,7201,485,2,2025-11-03,alison tyler,alison.10@example.com,72,Madrid,2023-06-26,lightweight cap,Clothing,415.72,696,831.44
38695,1556,909,9,2022-08-23,george jones,george.6127@yahoo.com,72,Berlin,2025-11-30,stainless steel power bank,Electronics,88.12,3030,793.08
37046,3355,671,2,2024-06-17,john davis,john.1323@hotmail.com,32,Alexandria,2026-02-03,lightweight sticky notes,Office Supplies,296.69,1237,593.38
58648,6807,400,5,2026-02-17,sara jackson,sara.2020@outlook.com,35,Osaka,2023-02-25,eco-friendly air freshener,Automotive,995.29,1861,4976.45
3183,4281,433,5,2025-03-01,caitlin curry,caitlin.8163@yahoo.com,52,Houston,2024-10-31,heavy duty yoga mat,Sports & Outdoors,127.36,3807,636.8
65026,6902,17,6,2023-10-15,michael rivera,michael.2141@gmail.com,45,Birmingham,2023-03-09,deluxe dash cam,Automotive,943.69,1293,5662.14
32215,2462,894,8,2025-03-05,nicholas bartlett,nicholas.9177@outlook.com,18,Mexico City,2025-04-12,premium seat cover,Automotive,478.64,790,3829.12
3104,8217,382,6,2025-07-22,amber hess,amber.3638@hotmail.com,49,Sao Paulo,2022-09-22,ultra thermometer,Health,76.47,1777,458.82
66828,4288,435,10,2023-10-25,michael spears,michael.5107@hotmail.com,24,Vancouver,2023-01-17,portable pet bed,Pet Supplies,759.7,1925,7597.0
16708,4582,925,8,2026-03-07,malik washington,malik.9861@yahoo.com,76,Paris,2024-12-16,classic shampoo,Beauty,445.43,495,3563.44
72478,2389,343,5,2026-05-14,ashley jennings,ashley.6479@hotmail.com,52,Alexandria,2025-08-15,rechargeable sofa cover,Furniture,192.98,1300,964.9
38408,487,528,7,2024-05-27,michael stephens,michael.8793@yahoo.com,28,Toronto,2024-11-02,classic fish tank filter,Pet Supplies,183.95,3923,1287.6499999999999
33607,958,775,2,2025-03-29,albert hunter,albert.3689@yahoo.com,35,Riyadh,2022-11-01,eco-friendly olive oil,Grocery,107.4,301,214.8
7926,426,376,8,2022-03-21,molly watts,molly.6230@yahoo.com,70,Mumbai,2022-10-25,premium vinyl record,Music,91.12,3722,728.96
7581,8017,917,1,2024-11-29,brandon simmons,brandon.2514@gmail.com,43,Munich,2026-08-15,lightweight socks,Clothing,785.94,3550,785.94
52007,7929,32,8,2022-06-12,natalie ramirez,natalie.2005@hotmail.com,65,Riyadh,2023-05-25,deluxe dumbbell set,Sports & Outdoors,139.62,4831,1116.96
28978,4776,629,6,2025-07-06,troy herrera,troy.3361@outlook.com,45,Sydney,2026-05-26,classic shampoo,Beauty,441.15,915,2646.8999999999996
98427,1414,231,6,2025-09-04,leslie hernandez,leslie.2540@hotmail.com,67,Giza,2025-01-02,premium drum sticks,Music,475.64,1323,2853.84
18918,9456,152,2,2022-11-19,diana elliott,diana.3963@gmail.com,68,Los Angeles,2023-05-29,stainless steel drum sticks,Music,314.67,594,629.34
72759,9384,509,4,2023-12-23,collin moody,collin.8428@gmail.com,27,Tokyo,2024-09-11,heavy duty board game,Toys,279.03,4702,1116.12
66162,9464,901,3,2026-08-11,micheal scott,micheal.5294@yahoo.com,56,Birmingham,2024-02-23,compact router,Electronics,906.84,280,2720.52
2000,1721,19,2,2026-03-11,eric johnson,eric.6302@hotmail.com,71,Munich,2024-01-18,compact journal,Books,944.44,1633,1888.88
6137,1776,79,6,2025-12-29,john calderon,john.8519@hotmail.com,61,Delhi,2023-11-13,wireless journal,Books,577.67,3393,3466.0199999999995
47676,5806,114,3,2026-07-20,roger white,roger.7383@hotmail.com,67,Toronto,2025-09-22,stainless steel dog leash,Pet Supplies,503.54,2249,1510.6200000000001
16291,8187,331,4,2024-11-18,dustin hanson,dustin.2306@gmail.com,48,Munich,2024-10-14,classic dog leash,Pet Supplies,853.27,4160,3413.08
46074,9809,31,3,2024-01-26,elizabeth hart,elizabeth.388@yahoo.com,77,Giza,2022-10-01,deluxe hair dryer,Beauty,61.43,1317,184.29
20078,9488,238,7,2022-06-27,kenneth goodman,kenneth.9272@example.com,67,Paris,2024-01-04,compact olive oil,Grocery,387.18,3908,2710.26
48965,7276,935,6,2022-08-25,patrick richardson,patrick.5254@outlook.com,63,Sydney,2023-03-18,pro stapler,Office Supplies,962.54,1873,5775.24
81548,2582,745,8,2022-10-30,mark smith,mark.9880@example.com,54,Tokyo,2023-04-04,wireless fertilizer bag,Garden,318.83,2048,2550.64
50537,7645,912,5,2022-04-13,jacob russo md,jacob.6675@outlook.com,18,London,2026-03-24,lightweight sticky notes,Office Supplies,318.35,4888,1591.75
18542,8297,636,2,2022-02-01,rhonda gonzalez,rhonda.4718@yahoo.com,46,Cairo,2022-12-05,deluxe desk organizer,Office Supplies,759.28,4063,1518.56
59144,5675,358,7,2025-07-15,matthew jones,matthew.9045@gmail.com,70,Delhi,2025-01-22,rechargeable garden hose,Garden,228.82,3864,1601.74
45753,5969,132,10,2023-05-08,timothy sandoval,timothy.1039@outlook.com,32,Sao Paulo,2025-04-23,deluxe shampoo,Beauty,398.73,1999,3987.3
24243,4932,935,6,2023-03-12,roberto pittman,roberto.6813@gmail.com,49,Osaka,2024-09-21,pro stapler,Office Supplies,962.54,1873,5775.24
14062,8815,389,8,2022-10-15,jordan murphy,jordan.878@outlook.com,51,Mexico City,2025-08-14,smart building blocks,Toys,233.15,2050,1865.2
23116,6223,647,3,2025-07-03,patty diaz,patty.1999@outlook.com,78,Lyon,2023-05-20,lightweight fertilizer bag,Garden,195.16,2019,585.48
7063,6211,344,9,2026-08-12,eric dillon,eric.2978@gmail.com,72,Sao Paulo,2023-07-25,rechargeable router,Electronics,809.39,4171,7284.51
66744,501,829,3,2023-07-17,kara atkinson,kara.8836@yahoo.com,59,Tokyo,2023-11-30,eco-friendly cookware set,Home & Kitchen,487.84,1122,1463.52
70409,8558,628,4,2026-02-01,megan miller,megan.9267@example.com,24,Los Angeles,2024-05-24,wireless scarf,Clothing,327.87,3349,1311.48
26066,2824,280,4,2026-06-05,michael bryant,michael.8502@example.com,52,Delhi,2022-11-14,rechargeable drum sticks,Music,884.22,283,3536.88
10453,3261,888,9,2026-05-24,vickie thomas,vickie.3671@gmail.com,70,Cairo,2024-01-29,heavy duty bookshelf,Furniture,208.34,934,1875.06
59497,949,609,2,2025-05-27,matthew garcia,matthew.5905@yahoo.com,35,Vancouver,2025-03-10,basic water bottle,Sports & Outdoors,350.56,4146,701.12
43575,1677,745,9,2023-03-12,lauren harris,lauren.7305@example.com,40,Birmingham,2024-12-26,wireless fertilizer bag,Garden,318.83,2048,2869.47
64165,9239,379,5,2025-11-19,crystal banks,crystal.5013@yahoo.com,80,Singapore,2026-04-20,eco-friendly coffee maker,Home & Kitchen,661.72,4680,3308.6000000000004
8460,4345,287,4,2023-02-16,barbara johnson,barbara.6077@outlook.com,65,Los Angeles,2023-11-30,lightweight backpack,Sports & Outdoors,703.97,268,2815.88
37909,5591,438,5,2022-02-01,john wade,john.6598@gmail.com,26,Sao Paulo,2026-01-16,eco-friendly drum sticks,Music,799.86,2742,3999.3
2556,2970,215,6,2025-06-07,phillip ward,phillip.3016@gmail.com,28,Barcelona,2025-05-26,classic textbook,Books,138.67,3253,832.02
37128,9116,282,7,2026-07-06,danielle ware,danielle.470@yahoo.com,68,Sao Paulo,2022-12-06,portable nail polish,Beauty,576.04,2609,4032.2799999999997
32119,3582,827,1,2023-09-01,patrick hooper,patrick.9660@example.com,23,Los Angeles,2024-12-30,compact bicycle helmet,Sports & Outdoors,878.61,1216,878.61
